Workrequest_ID,Title,Property_ID,Destination,Contractor,Date,Status,Priority,Description,Workreport_ID
w99,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,26/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep97
w100,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,27/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep98
w101,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,28/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep99
w102,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,29/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep100
w103,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,30/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep101
w104,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,31/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep102
w105,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,01/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep103
w106,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,02/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep104
w107,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,03/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep105
w108,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,04/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep106
w109,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,05/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep107
w110,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,06/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep108
w111,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,07/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep109
w112,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,08/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep110
w113,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,09/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep111
w114,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,10/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep112
w115,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,11/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep113
w116,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,12/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep114
w117,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,13/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep115
w118,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,14/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep116
w119,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,15/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep117
w120,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,16/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep118
w121,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,17/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep119
w122,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,18/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep120
w123,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,19/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep121
w124,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,20/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep122
w125,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,21/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep123
w126,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,22/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep124
w127,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,23/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep125
w128,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,24/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep126
w129,Kæla niður snjóhús og stoppa í glufur,FN3,Greenland - Nuuk,nei,25/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep127
w130,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,15/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep128
w131,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,16/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep129
w132,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,17/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep130
w133,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,18/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep131
w134,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,19/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep132
w135,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,20/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep133
w136,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,21/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep134
w137,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,22/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep135
w138,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,23/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep136
w139,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,24/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep137
w140,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,25/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep138
w141,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,26/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep139
w142,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,27/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep140
w143,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,28/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep141
w144,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,29/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep142
w145,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,30/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep143
w146,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,31/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep144
w147,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,01/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep145
w148,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,02/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep146
w149,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,03/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep147
w150,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,04/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep148
w151,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,05/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep149
w152,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,06/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep150
w153,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,07/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep151
w154,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,08/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep152
w155,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,09/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep153
w156,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,10/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep154
w157,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,11/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep155
w158,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,12/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep156
w159,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,13/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep157
w160,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,14/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep158
w161,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,15/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep159
w162,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,16/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep160
w163,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,17/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep161
w164,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,18/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep162
w165,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,19/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep163
w166,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,20/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep164
w167,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,21/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep165
w168,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,22/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep166
w169,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,23/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep167
w170,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,24/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep168
w171,Kæla niður snjóhús og stoppa í glufur,FN4,Greenland - Nuuk,nei,25/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep169
w172,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,15/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep170
w173,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,16/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep171
w174,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,17/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep172
w175,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,18/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep173
w176,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,19/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep174
w177,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,20/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep175
w178,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,21/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep176
w179,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,22/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep177
w180,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,23/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep178
w181,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,24/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep179
w182,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,25/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep180
w183,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,26/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep181
w184,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,27/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep182
w185,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,28/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep183
w186,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,29/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep184
w187,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,30/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep185
w188,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,31/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep186
w189,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,01/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep187
w190,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,02/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep188
w191,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,03/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep189
w192,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,04/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep190
w193,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,05/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep191
w194,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,06/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep192
w195,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,07/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep193
w196,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,08/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep194
w197,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,09/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep195
w198,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,10/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep196
